Nb_of_items,item,cahs_price,make,model,Nbr_of_prod_purchas
7460,2,15,349.0,8,293,1
7461,2,17,556.0,8,33,1
7462,1,16,409.0,8,303,1
7463,2,17,1117.0,8,50,1
7464,1,17,949.0,8,50,1
7465,2,17,689.0,8,34,1
7466,1,57,999.0,109,924,1
7467,1,55,774.0,8,188,1
7468,1,17,579.0,8,33,1
7469,2,17,889.0,8,50,1
7470,2,55,1049.0,8,186,1
7471,2,17,1117.0,8,49,1
7472,1,57,1199.0,153,2301,1
7473,3,17,699.0,8,48,1
7474,3,17,749.0,8,63,1
7475,2,16,499.0,8,282,1
7476,1,17,949.0,8,50,1
7477,2,17,2235.0,8,81,1
7478,1,16,369.0,8,324,1
7479,1,57,899.0,165,2395,1
7480,5,33,699.0,193,1166,1
7481,2,16,379.0,8,294,1
7482,3,16,399.0,8,331,1
7483,2,17,1149.0,8,49,1
7484,2,55,774.0,8,188,1
7485,1,17,889.0,8,50,1
7486,2,17,2299.0,8,79,1
7487,1,8,993.0,17,1166,1
7488,2,17,1187.0,8,54,1
7489,1,57,2499.0,153,2274,1
7490,2,17,1319.0,8,54,1
7491,2,57,649.0,109,899,1
7492,2,16,399.0,8,329,1
7493,2,17,889.0,8,50,1
7494,2,17,1117.0,8,50,1
7495,4,16,379.0,8,298,1
7496,1,56,1699.0,109,1065,1
7497,1,17,1899.0,8,79,1
7498,1,54,379.0,153,2207,1
7499,1,15,349.0,8,293,1
7500,1,57,799.0,165,2408,1
7501,2,57,1299.0,109,929,1
7502,2,17,1099.0,8,73,1
7503,2,17,887.0,8,50,1
7504,1,17,1499.0,8,59,1
7505,2,17,1855.0,8,79,1
7506,1,17,889.0,8,50,1
7507,2,17,1299.0,8,75,1
7508,2,42,1679.0,146,1560,1
7509,1,17,310.0,8,29,1
7510,2,57,1699.0,109,929,1
7511,1,17,899.0,8,50,1
7512,1,42,1049.0,146,1920,1
7513,2,17,999.0,8,71,1
7514,1,16,369.0,8,322,1
7515,3,16,649.0,8,334,1
7516,7,17,1117.0,8,50,1
7517,2,17,949.0,8,50,1
7518,2,17,889.0,8,50,1
7519,1,17,938.0,8,49,1
7520,2,17,889.0,8,50,1
7521,1,17,749.0,8,63,1
7522,3,57,3799.0,109,944,1
7523,5,15,349.0,8,293,1
7524,1,17,1855.0,8,79,1
7525,3,17,1735.0,8,79,1
7526,1,16,298.0,8,323,1
7527,1,17,1117.0,8,50,1
7528,2,57,1190.0,109,931,1
7529,2,57,799.0,153,2301,1
7530,2,17,1187.0,8,51,1
7531,1,41,1399.0,146,1166,1
7532,2,17,1799.0,8,79,1
7533,2,57,1192.0,109,929,1
7534,1,57,2999.0,153,2286,1
7535,2,17,1249.0,8,59,1
7536,1,16,399.0,8,327,1
7537,1,17,749.0,8,63,1
7538,1,17,2155.0,8,79,1
7539,1,17,2099.0,8,10,1
7540,1,17,1299.0,44,495,1
7541,1,17,749.0,8,63,1
7542,1,28,399.0,51,525,1
7543,3,12,1499.0,175,2618,1
7544,2,17,1148.0,8,49,1
7545,2,17,689.0,8,33,1
7546,2,57,1599.0,109,932,1
7547,1,57,519.0,109,899,1
7548,1,46,1586.0,99,1166,1
7549,1,17,1899.0,8,79,1
7550,1,16,449.0,8,336,1
7551,1,17,556.0,8,33,1
7552,1,17,749.0,153,2232,1
7553,1,17,1769.0,8,79,1
7554,1,16,399.0,8,327,1
7555,1,57,869.0,109,924,1
7556,2,16,409.0,8,303,1
7557,1,17,1117.0,8,50,1
7558,2,17,889.0,8,50,1
7559,1,17,898.0,8,50,1
7560,1,57,2999.0,109,939,1
7561,1,17,1649.0,8,72,1
7562,1,57,879.0,109,926,1
7563,2,16,399.0,8,331,1
7564,2,57,3399.0,165,2414,1
7565,2,17,949.0,8,50,1
7566,1,17,889.0,8,50,1
7567,1,17,1379.0,8,54,1
7568,1,46,1879.0,99,1166,1
7569,2,17,949.0,8,50,1
7570,1,17,556.0,8,33,1
7571,2,17,889.0,8,50,1
7572,3,17,990.0,8,46,1
7573,2,57,1078.0,109,929,1
7574,3,17,937.0,8,49,1
7575,1,54,674.0,8,209,1
7576,2,17,889.0,8,50,1
7577,1,57,1099.0,109,924,1
7578,1,17,1149.0,8,54,1
7579,2,17,1899.0,8,79,1
7580,1,17,2155.0,8,79,1
7581,6,55,674.0,8,207,1
7582,1,17,2235.0,8,81,1
7583,2,17,1187.0,196,2837,1
7584,3,17,1187.0,8,54,1
7585,2,17,749.0,8,63,1
7586,2,17,529.0,8,34,1
7587,2,17,949.0,8,50,1
7588,1,17,899.0,8,50,1
7589,2,16,399.0,8,329,1
7590,4,17,554.0,8,33,1
7591,2,16,369.0,8,322,1
7592,1,16,369.0,8,326,1
7593,19,42,350.0,36,462,1
7594,1,17,1117.0,8,50,1
7595,2,17,1148.0,8,50,1
7596,1,17,1168.0,8,54,1
7597,2,57,1199.0,109,929,1
7598,1,17,999.0,8,71,1
7599,2,55,1600.0,153,2251,1
7600,2,17,409.0,8,19,1
7601,2,17,689.0,8,34,1
7602,1,17,889.0,8,50,1
7603,2,17,949.0,8,50,1
7604,1,17,2470.0,8,3,1
7605,2,16,369.0,8,324,1
7606,2,9,1643.0,17,374,1
7607,1,57,899.0,153,2301,1
7608,1,17,499.0,8,82,1
7609,1,17,569.0,8,82,1
7610,1,17,734.0,8,63,1
7611,2,17,749.0,8,63,1
7612,1,57,949.0,109,927,1
7613,1,17,1149.0,8,54,1
7614,1,17,2599.0,8,81,1
7615,1,57,1799.0,165,2409,1
7616,1,16,369.0,8,324,1
7617,2,17,2099.0,8,10,1
7618,2,46,1599.0,99,1166,1
7619,1,17,1379.0,8,54,1
7620,4,16,399.0,8,331,1
7621,2,57,1399.0,109,929,1
7622,2,17,1187.0,8,51,1
7623,4,17,1799.0,8,76,1
7624,3,17,689.0,8,33,1
7625,1,17,959.0,8,71,1
7626,1,57,1599.0,109,932,1
7627,1,17,1899.0,8,79,1
7628,1,57,1189.0,165,2404,1
7629,2,41,1974.0,193,1166,6
7630,3,42,1250.0,146,1410,2
7631,2,17,849.0,8,65,1
7632,1,17,1899.0,8,79,1
7633,1,16,369.0,8,326,1
7634,2,17,899.0,8,50,1
7635,1,17,999.0,8,71,1
7636,1,57,1189.0,165,2404,1
7637,2,17,1149.0,8,59,1
7638,1,57,899.0,109,922,1
7639,2,17,2599.0,8,81,1
7640,2,17,899.0,8,50,1
7641,3,17,559.0,8,34,1
7642,2,16,369.0,8,326,1
7643,2,17,1769.0,8,79,1
7644,2,56,1899.0,165,792,1
7645,1,17,1099.0,8,73,1
7646,2,17,1649.0,8,59,1
7647,1,17,1117.0,8,50,1
7648,1,57,999.0,109,924,1
7649,1,17,569.0,8,82,1
7650,2,17,999.0,8,71,1
7651,2,17,1958.0,8,49,2
7652,2,16,399.0,8,280,1
7653,1,57,999.0,109,924,1
7654,2,17,2399.0,8,79,1
7655,2,17,979.0,8,49,1
7656,2,41,999.0,146,1166,1
7657,8,12,299.0,146,1166,1
7658,1,23,1319.0,92,783,1
7659,1,17,889.0,8,50,1
7660,1,16,339.0,153,2246,1
7661,1,57,1499.0,153,2285,1
7662,1,16,379.0,8,298,1
7663,1,17,1187.0,8,54,1
7664,2,55,774.0,8,188,1
7665,2,17,893.0,8,50,1
7666,1,56,1299.0,109,1063,1
7667,1,17,893.0,196,2837,1
7668,1,17,1187.0,8,54,1
7669,2,55,1399.0,8,236,1
7670,1,17,929.0,8,50,1
7671,1,17,1690.0,8,9,1
7672,4,17,1168.0,8,54,1
7673,1,17,899.0,8,50,1
7674,2,17,1154.0,8,46,1
7675,1,17,889.0,8,50,1
7676,1,57,999.0,109,924,1
7677,1,17,899.0,8,50,1
7678,1,17,949.0,8,50,1
7679,2,17,2399.0,8,3,1
7680,1,16,369.0,8,324,1
7681,1,17,1319.0,8,54,1
7682,2,17,1899.0,8,79,1
7683,2,55,549.0,8,252,1
7684,2,57,1899.0,109,937,1
7685,2,55,674.0,8,207,1
7686,1,57,1599.0,153,2279,1
7687,2,57,1099.0,153,2301,1
7688,1,57,1789.0,165,2409,1
7689,1,57,879.0,109,926,1
7690,2,17,1549.0,8,53,1
7691,2,42,699.0,146,1959,1
7692,1,17,1649.0,8,59,1
7693,1,17,312.0,8,60,1
7694,2,16,399.0,8,279,1
7695,1,17,1649.0,8,59,1
7696,2,17,539.0,8,34,1
7697,3,56,1198.0,109,1066,1
7698,1,17,898.0,8,50,1
7699,1,16,369.0,8,326,1
7700,1,17,689.0,8,33,1
7701,3,17,889.0,8,50,1
7702,2,17,2425.0,8,81,1
7703,2,17,938.0,8,49,1
7704,3,54,999.0,153,2250,1
7705,1,5,1450.0,158,2356,1
7706,4,42,559.0,146,2085,1
7707,1,17,1187.0,8,54,1
7708,1,57,809.0,153,2257,1
7709,2,17,1785.0,8,53,1
7710,1,57,1189.0,165,2404,1
7711,2,17,999.0,8,71,1
7712,1,17,889.0,8,50,1
7713,2,16,369.0,8,324,1
7714,1,16,649.0,8,338,1
7715,2,17,949.0,8,49,1
7716,2,17,937.0,8,49,1
7717,1,42,1359.0,78,670,1
7718,2,16,399.0,8,329,1
7719,2,17,649.0,8,33,1
7720,1,57,1199.0,109,929,1
7721,1,17,749.0,196,2837,1
7722,1,16,369.0,8,326,1
7723,1,16,409.0,8,303,1
7724,1,57,979.0,109,924,1
7725,1,17,1849.0,8,9,1
7726,2,57,899.0,109,929,1
7727,1,17,887.0,8,50,1
7728,3,57,1499.0,165,2406,1
7729,4,12,999.0,61,1166,1
7730,2,57,1299.0,109,929,1
7731,1,17,999.0,8,68,1
7732,2,17,929.0,8,49,1
7733,1,57,549.0,109,899,1
7734,1,16,399.0,8,331,1
7735,1,17,999.0,8,50,1
7736,1,33,1063.0,80,697,1
7737,6,5,1499.0,56,550,1
7738,3,55,769.0,153,2222,1
7739,1,17,949.0,8,50,1
7740,1,16,369.0,153,2248,1
7741,1,54,549.0,8,219,1
7742,2,42,2399.0,146,2161,1
7743,1,17,1148.0,8,50,1
7744,2,17,1099.0,8,6,1
7745,1,17,1117.0,8,50,1
7746,2,17,1152.0,8,51,1
7747,1,17,1168.0,8,54,1
7748,2,17,893.0,8,50,1
7749,3,42,849.0,146,1197,1
7750,2,17,1146.0,8,49,1
7751,1,17,1449.0,8,59,1
7752,1,54,774.0,8,191,1
7753,1,17,2399.0,8,79,1
7754,1,17,549.0,8,33,1
7755,1,15,349.0,8,293,1
7756,2,56,1898.0,165,792,1
7757,2,12,2299.0,146,1166,1
7758,2,42,1349.0,146,1423,1
7759,2,17,1769.0,8,79,1
7760,2,42,1005.0,163,2378,1
7761,1,17,899.0,8,50,1
7762,2,17,1187.0,8,54,1
7763,1,57,1229.0,153,2266,1
7764,2,17,1249.0,8,76,1
7765,1,17,889.0,8,50,1
7766,2,55,1329.0,153,2228,1
7767,1,54,1099.0,8,237,1
7768,1,17,329.0,8,21,1
7769,1,17,2599.0,8,81,1
7770,4,17,1249.0,8,76,1
7771,2,17,819.0,196,2837,1
7772,1,16,394.0,8,329,1
7773,3,17,1999.0,8,74,1
7774,2,55,499.0,8,252,1
7775,1,57,1499.0,109,929,1
7776,3,17,938.0,8,49,1
7777,2,17,1099.0,8,73,1
7778,2,54,1149.0,153,2230,1
7779,2,12,1398.0,146,1944,2
7780,1,57,2299.0,109,939,1
7781,1,57,1029.0,153,2261,1
7782,1,55,724.0,8,188,1
7783,1,17,949.0,8,50,1
7784,2,17,949.0,8,50,1
7785,1,17,889.0,8,50,1
7786,2,17,899.0,8,50,1
7787,3,17,2235.0,8,81,1
7788,1,57,2999.0,153,2288,1
7789,2,17,719.0,8,63,1
7790,1,16,369.0,8,326,1
7791,1,57,1099.0,153,2301,1
7792,2,17,1117.0,8,50,1
7793,1,17,1899.0,8,79,1
7794,2,16,379.0,8,295,1
7795,1,17,1459.0,8,53,1
7796,2,17,1149.0,8,54,1
7797,1,42,1349.0,88,766,1
7798,1,17,929.0,8,50,1
7799,2,17,2599.0,8,81,1
7800,2,17,1769.0,8,79,1
7801,12,12,699.0,146,1940,1
7802,2,17,569.0,8,82,1
7803,2,17,965.0,8,71,1
7804,1,57,1199.0,109,927,1
7805,3,57,3999.0,109,944,1
7806,2,17,1052.0,8,73,1
7807,1,17,1100.0,8,50,1
7808,1,16,399.0,8,279,1
7809,1,17,699.0,8,63,1
7810,12,5,450.0,13,358,1
7811,2,17,1649.0,8,59,1
7812,2,57,1699.0,109,937,1
7813,1,42,1095.0,173,2550,1
7814,1,57,4999.0,165,2417,1
7815,2,16,369.0,8,277,1
7816,1,42,1349.0,146,1912,1
7817,1,17,1299.0,8,75,1
7818,2,55,674.0,8,207,1
7819,1,17,849.0,8,65,1
7820,1,55,774.0,8,188,1
7821,1,17,949.0,8,50,1
7822,2,17,929.0,8,50,1
7823,2,42,1389.0,146,1250,1
7824,1,16,399.0,8,328,1
7825,2,17,887.0,8,50,1
7826,1,57,1499.0,109,932,1
7827,2,17,899.0,8,50,1
7828,2,42,1199.0,146,1226,1
7829,1,16,369.0,8,326,1
7830,2,17,1168.0,8,54,1
7831,3,17,889.0,8,50,1
7832,1,57,1199.0,109,926,1
7833,1,17,1899.0,8,79,1
7834,1,17,887.0,8,50,1
7835,6,42,749.0,193,2798,1
7836,1,17,889.0,8,50,1
7837,2,17,1187.0,8,54,1
7838,2,17,1187.0,8,54,1
7839,1,16,384.0,8,328,1
7840,2,17,1379.0,8,54,1
7841,1,17,1899.0,8,79,1
7842,3,16,399.0,8,329,1
7843,2,57,899.0,165,2395,1
7844,3,57,1199.0,165,2404,1
7845,2,17,1149.0,8,49,1
7846,2,41,1398.0,146,1166,2
7847,2,17,749.0,8,63,1
7848,1,17,1187.0,8,54,1
7849,1,17,887.0,8,50,1
7850,3,17,310.0,8,15,1
7851,1,17,1159.0,8,54,1
7852,1,17,1555.0,8,55,1
7853,2,15,379.0,8,268,1
7854,2,17,898.0,8,50,1
7855,2,55,999.0,8,223,1
7856,2,17,1799.0,8,79,1
7857,1,17,949.0,8,50,1
7858,3,41,1199.0,172,1166,1
7859,1,16,639.0,8,334,1
7860,3,57,2699.0,165,2407,1
7861,1,17,1159.0,8,54,1
7862,1,16,678.0,8,324,2
7863,2,17,949.0,8,50,1
7864,1,16,369.0,8,323,1
7865,2,16,399.0,8,279,1
7866,1,57,579.0,109,899,1
7867,2,16,399.0,8,331,1
7868,2,17,2599.0,8,81,1
7869,1,54,379.0,153,2207,1
7870,1,17,579.0,153,2232,1
7871,2,17,1099.0,8,73,1
7872,1,17,1117.0,8,50,1
7873,1,42,1049.0,88,774,1
7874,2,16,384.0,8,328,1
7875,2,57,1299.0,109,929,1
7876,3,17,1052.0,8,73,1
7877,1,16,399.0,8,329,1
7878,3,17,1099.0,8,73,1
7879,2,17,1117.0,8,50,1
7880,1,42,1049.0,146,1228,1
7881,2,55,1099.0,8,223,1
7882,3,9,975.0,190,2737,1
7883,1,57,1199.0,109,929,1
7884,1,17,569.0,8,82,1
7885,3,17,1080.0,8,73,1
7886,1,17,749.0,8,63,1
7887,1,17,699.0,8,48,1
7888,1,17,1187.0,8,54,1
7889,2,16,1499.0,8,265,1
7890,1,17,949.0,8,50,1
7891,1,17,1168.0,8,54,1
7892,1,17,2399.0,8,79,1
7893,2,17,1899.0,8,79,1
7894,1,17,899.0,8,50,1
7895,1,17,2399.0,8,79,1
7896,1,17,1999.0,8,53,1
7897,2,55,674.0,8,207,1
7898,1,17,2399.0,8,79,1
7899,2,17,2470.0,8,3,1
7900,5,4,399.0,13,1166,1
7901,3,41,799.0,146,1166,1
7902,1,16,389.0,8,327,1
7903,1,17,2599.0,8,81,1
7904,3,17,949.0,8,50,1
7905,2,17,1117.0,8,50,1
7906,1,17,1159.0,8,54,1
7907,1,57,899.0,109,929,1
7908,2,12,699.0,146,2026,1
7909,1,42,2849.0,146,1240,1
7910,1,12,1750.0,175,2620,1
7911,7,12,1299.0,146,1166,1
7912,3,57,799.0,153,2301,1
7913,2,17,887.0,8,50,1
7914,1,17,849.0,8,65,1
7915,1,57,1678.0,109,937,1
7916,1,54,699.0,153,2223,1
7917,3,41,3698.0,146,1166,2
7918,10,5,740.0,186,2678,1
7919,2,17,728.0,8,40,1
7920,2,17,1559.0,8,53,1
7921,3,57,1199.0,109,929,1
7922,1,55,724.0,8,188,1
7923,1,17,1187.0,8,54,1
7924,2,17,1379.0,8,54,1
7925,1,17,734.0,8,63,1
7926,1,17,1187.0,8,54,1
7927,1,16,399.0,8,327,1
7928,1,16,399.0,8,328,1
7929,1,16,649.0,8,333,1
7930,1,17,949.0,8,50,1
7931,1,17,1249.0,8,76,1
7932,1,17,1099.0,8,73,1
7933,1,57,1319.0,165,2411,1
7934,1,17,1099.0,8,6,1
7935,4,17,1330.0,8,59,1
7936,1,57,1299.0,109,934,1
7937,2,12,1299.0,146,1471,1
7938,2,17,556.0,8,33,1
7939,2,17,887.0,8,50,1
7940,2,12,799.0,61,564,1
7941,2,17,999.0,8,71,1
7942,2,17,829.0,75,648,1
7943,1,16,399.0,8,329,1
7944,2,17,749.0,8,63,1
7945,1,57,4499.0,165,2417,1
7946,2,17,1146.0,8,49,1
7947,2,17,1099.0,8,6,1
7948,2,57,899.0,153,2301,1
7949,2,17,1649.0,8,59,1
7950,2,17,889.0,8,50,1
7951,3,9,1824.0,17,372,1
7952,2,17,999.0,8,71,1
7953,1,57,1192.0,109,929,1
7954,1,57,1299.0,165,2406,1
7955,1,17,999.0,8,71,1
7956,1,17,569.0,8,82,1
7957,4,42,1589.0,146,1248,1
7958,1,57,1499.0,153,2267,1
7959,1,57,1299.0,165,2411,1
7960,1,17,1379.0,8,54,1
7961,2,42,999.0,193,2769,1
7962,1,17,2399.0,8,81,1
7963,5,42,749.0,146,1198,1
7964,2,17,1249.0,8,76,1
7965,1,16,399.0,8,329,1
7966,1,12,2035.0,175,2620,1
7967,1,17,949.0,8,50,1
7968,4,17,999.0,8,71,1
7969,2,55,1099.0,8,223,1
7970,1,57,1399.0,153,2285,1
7971,1,16,749.0,8,314,1
7972,1,17,959.0,8,71,1
7973,1,17,1249.0,8,59,1
7974,2,17,1358.0,8,51,1
7975,1,17,2399.0,8,79,1
7976,2,55,1399.0,8,236,1
7977,4,17,1052.0,8,73,1
7978,1,17,1649.0,8,59,1
7979,1,17,1187.0,8,54,1
7980,2,17,1799.0,8,79,1
7981,2,17,949.0,8,50,1
7982,1,18,1109.0,169,2451,1
7983,1,16,389.0,8,299,1
7984,2,57,1199.0,109,929,1
7985,4,17,1649.0,8,72,1
7986,1,56,1054.0,109,1066,1
7987,1,17,2470.0,8,3,1
7988,2,17,1769.0,8,79,1
7989,1,17,1049.0,8,67,1
7990,2,17,999.0,8,71,1
7991,1,55,749.0,8,173,1
7992,2,16,364.0,8,322,1
7993,2,16,369.0,8,326,1
7994,2,55,674.0,8,172,1
7995,3,15,509.0,8,293,1
7996,2,57,1599.0,153,2279,1
7997,1,16,369.0,8,326,1
7998,1,54,1199.0,8,236,1
7999,1,17,1899.0,8,79,1
8000,2,17,1249.0,8,57,1
8001,4,41,799.0,146,1166,1
8002,2,57,1899.0,165,2409,1
8003,1,17,2155.0,8,79,1
8004,1,57,1799.0,165,2409,1
8005,2,17,1099.0,196,2837,1
8006,2,47,698.0,146,990,1
8007,2,17,749.0,8,63,1
8008,1,17,1769.0,8,79,1
8009,1,16,379.0,8,300,1
8010,1,17,949.0,8,50,1
8011,1,17,949.0,8,50,1
8012,2,17,1168.0,8,54,1
8013,1,16,499.0,8,344,1
8014,2,17,1187.0,8,54,1
8015,2,17,529.0,8,34,1
8016,1,55,674.0,8,172,1
8017,1,17,1187.0,8,51,1
8018,1,57,2499.0,109,941,1
8019,2,17,1168.0,8,54,1
8020,1,42,1249.0,193,2815,1
8021,2,57,1099.0,109,927,1
8022,1,17,1899.0,8,79,1
8023,2,15,388.0,8,293,1
8024,1,16,369.0,8,326,1
8025,3,16,619.0,8,338,1
8026,3,17,1899.0,8,79,1
8027,1,57,1399.0,109,929,1
8028,1,17,1649.0,8,59,1
8029,1,17,965.0,8,71,1
8030,1,55,549.0,8,252,1
8031,2,15,388.0,8,293,1
8032,2,17,1299.0,8,75,1
8033,1,57,1299.0,165,2411,1
8034,4,56,1299.0,109,1063,1
8035,1,17,1249.0,8,76,1
8036,2,55,449.0,8,244,1
8037,2,17,899.0,8,50,1
8038,2,55,624.0,8,207,1
8039,1,17,1899.0,8,79,1
8040,2,16,389.0,153,2245,1
8041,2,55,674.0,8,207,1
8042,1,17,899.0,8,50,1
8043,1,57,1399.0,165,2397,1
8044,6,12,898.0,156,2322,2
8045,2,17,749.0,8,63,1
8046,2,17,938.0,8,49,1
8047,2,54,1149.0,153,2230,1
8048,3,17,1187.0,8,54,1
8049,2,15,699.0,8,293,1
8050,1,17,889.0,8,50,1
8051,2,15,379.0,8,293,1
8052,1,57,2199.0,165,2409,1
8053,2,5,980.0,158,2366,1
8054,1,17,889.0,8,50,1
8055,3,46,499.0,146,1338,1
8056,1,17,749.0,8,63,1
8057,3,17,899.0,8,50,1
8058,1,17,619.0,8,61,1
8059,2,17,999.0,8,45,1
8060,1,17,899.0,8,50,1
8061,1,17,1358.0,8,54,1
8062,2,55,1399.0,8,236,1
8063,1,16,369.0,8,326,1
8064,1,17,549.0,8,33,1
8065,1,16,379.0,8,298,1
8066,5,55,649.0,8,173,1
8067,1,17,1699.0,8,53,1
8068,2,17,2399.0,8,79,1
8069,1,57,3799.0,109,944,1
8070,1,17,1855.0,8,79,1
8071,1,16,389.0,8,299,1
8072,2,17,898.0,8,50,1
8073,1,17,691.0,8,34,1
8074,1,57,1029.0,153,2261,1
8075,1,17,2595.0,8,81,1
8076,1,42,2699.0,193,2804,1
8077,1,54,724.0,8,202,1
8078,1,57,799.0,109,922,1
8079,2,17,999.0,8,71,1
8080,1,16,409.0,8,272,1
8081,1,17,893.0,8,50,1
8082,1,42,1995.0,173,2595,1
8083,3,54,1199.0,8,238,1
8084,12,17,889.0,8,50,1
8085,1,57,1399.0,109,929,1
8086,2,17,1449.0,8,59,1
8087,4,57,1299.0,109,929,1
8088,2,57,1195.0,109,931,1
8089,1,17,1159.0,8,54,1
8090,1,17,889.0,8,50,1
8091,1,17,749.0,8,63,1
8092,3,28,450.0,51,523,1
8093,1,17,898.0,8,50,1
8094,1,17,1187.0,8,54,1
8095,1,17,887.0,8,50,1
8096,3,17,719.0,8,82,1
8097,1,16,369.0,8,324,1
8098,1,17,310.0,8,29,1
8099,2,57,1199.0,109,929,1
8100,2,17,1099.0,8,73,1
8101,1,17,898.0,8,50,1
8102,2,57,1799.0,109,937,1
8103,2,57,2199.0,109,939,1
8104,3,17,1052.0,8,73,1
8105,1,17,949.0,8,50,1
8106,3,46,699.0,146,1464,1
8107,2,17,555.0,8,34,1
8108,1,17,2299.0,8,10,1
8109,2,17,939.0,8,49,1
8110,1,17,887.0,8,50,1
8111,3,17,1099.0,8,73,1
8112,1,57,879.0,109,926,1
8113,1,17,549.0,8,33,1
8114,2,17,689.0,153,2232,1
8115,2,17,1099.0,8,73,1
8116,7,41,1898.0,146,1166,2
8117,1,57,1178.0,109,929,1
8118,3,5,999.0,86,759,1
8119,2,16,479.0,8,276,1
8120,1,17,849.0,8,65,1
8121,1,16,298.0,8,323,1
8122,1,17,1649.0,8,59,1
8123,1,16,409.0,8,303,1
8124,2,55,674.0,8,172,1
8125,1,17,959.0,8,71,1
8126,2,17,949.0,8,50,1
8127,1,57,799.0,109,922,1
8128,1,17,1899.0,8,79,1
8129,2,17,949.0,8,50,1
8130,1,16,369.0,8,326,1
8131,2,17,1052.0,8,73,1
8132,2,16,369.0,8,326,1
8133,1,57,1199.0,109,929,1
8134,1,54,874.0,8,195,1
8135,2,57,1799.0,153,2301,1
8136,3,55,749.0,8,173,1
8137,1,17,749.0,8,63,1
8138,3,17,1319.0,8,54,1
8139,2,17,749.0,8,63,1
8140,2,17,489.0,153,2231,1
8141,2,57,1799.0,109,937,1
8142,1,16,379.0,8,297,1
8143,2,17,2425.0,8,81,1
8144,1,17,2399.0,8,2,1
8145,1,17,691.0,8,33,1
8146,2,17,749.0,8,63,1
8147,1,17,749.0,8,63,1
8148,2,16,469.0,8,336,1
8149,2,15,669.0,8,293,1
8150,1,42,1449.0,146,1200,1
8151,3,17,689.0,8,34,1
8152,4,41,1798.0,146,1166,2
8153,2,17,959.0,8,71,1
8154,2,17,720.0,8,40,1
8155,1,17,889.0,8,50,1
8156,2,17,999.0,8,71,1
8157,2,17,1899.0,8,79,1
8158,1,16,369.0,8,277,1
8159,1,17,1899.0,8,79,1
8160,1,17,889.0,8,50,1
8161,1,57,1078.0,109,929,1
8162,1,16,369.0,8,324,1
8163,1,55,1199.0,8,236,1
8164,1,46,9999.0,34,1166,1
8165,2,57,999.0,109,924,1
8166,1,42,1999.0,88,775,1
8167,1,42,1699.0,36,450,1
8168,2,17,938.0,8,49,1
8169,1,57,999.0,109,931,1
8170,1,54,649.0,153,2223,1
8171,2,15,379.0,8,293,1
8172,2,55,774.0,8,188,1
8173,1,17,2425.0,8,81,1
8174,5,17,1299.0,8,75,1
8175,1,16,369.0,8,324,1
8176,1,54,549.0,8,180,1
8177,1,16,399.0,8,329,1
8178,2,17,1363.0,8,59,1
8179,1,57,1299.0,153,2267,1
8180,1,17,849.0,8,65,1
8181,2,56,1699.0,109,1065,1
8182,3,42,999.0,146,1352,1
8183,2,15,409.0,8,268,1
8184,2,17,949.0,8,50,1
8185,2,33,1099.0,80,1166,1
8186,3,17,1649.0,8,59,1
8187,2,17,1187.0,8,54,1
8188,1,57,1489.0,109,916,1
8189,2,17,1168.0,8,54,1
8190,2,16,369.0,8,326,1
8191,1,17,1187.0,8,54,1
8192,3,41,2797.0,193,1166,1
8193,2,42,1149.0,146,1222,1
8194,4,17,429.0,8,27,1
8195,2,16,449.0,8,339,1
8196,3,17,1379.0,8,54,1
8197,3,5,1075.0,158,2363,1
8198,1,57,1099.0,109,927,1
8199,2,12,1100.0,146,1634,1
8200,2,57,999.0,109,924,1
8201,1,17,889.0,8,50,1
8202,3,17,1099.0,8,73,1
8203,3,17,1649.0,8,59,1
8204,2,57,2199.0,165,2409,1
8205,2,17,939.0,8,49,1
8206,1,16,699.0,8,307,1
8207,2,17,899.0,8,50,1
8208,1,17,1299.0,8,75,1
8209,2,17,1099.0,8,6,1
8210,2,17,889.0,8,50,1
8211,1,16,369.0,8,324,1
8212,1,57,1099.0,109,931,1
8213,1,57,779.0,109,926,1
8214,3,57,1599.0,109,937,1
8215,2,17,999.0,8,71,1
8216,1,16,409.0,8,303,1
8217,1,17,1187.0,8,54,1
8218,2,17,2599.0,8,81,1
8219,1,12,1919.0,187,2692,1
8220,4,12,879.0,146,1471,1
8221,4,45,540.0,84,1166,6
8222,3,17,889.0,8,50,1
8223,2,12,2649.0,85,747,1
8224,4,17,1555.0,8,53,1
8225,1,12,1899.0,85,745,1
8226,1,16,399.0,8,329,1
8227,2,42,1499.0,146,1449,1
8228,1,17,569.0,8,82,1
8229,2,15,379.0,8,293,1
8230,1,16,409.0,153,2237,1
8231,1,17,1159.0,8,54,1
8232,1,17,1899.0,8,79,1
8233,1,16,399.0,8,330,1
8234,2,42,599.0,146,1913,1
8235,2,17,749.0,8,63,1
8236,2,17,549.0,8,34,1
8237,2,17,549.0,8,33,1
8238,1,17,1149.0,8,76,1
8239,1,17,1299.0,44,495,1
8240,1,57,1099.0,196,2837,1
8241,1,54,849.0,153,2224,1
8242,1,16,449.0,8,339,1
8243,1,17,889.0,8,50,1
8244,2,42,999.0,146,1920,1
8245,1,17,1199.0,8,68,1
8246,1,16,369.0,8,278,1
8247,2,17,938.0,8,49,1
8248,1,17,887.0,8,50,1
8249,1,16,499.0,8,343,1
8250,4,11,495.0,146,1841,1
